subscribed,predicted_subscribed,predicted_probability,marital,age_group
0,0,0.19828421251253778,married,40-49
0,0,0.19884854462623952,married,40-49
0,0,0.22178974883450817,married,30-39
0,0,0.2200552664949809,married,40-49
0,0,0.23878799491914665,married,50-59
0,0,0.20569734819483265,divorced,30-39
0,0,0.25806178388413265,married,50-59
1,0,0.1779051491005466,married,40-49
0,0,0.2160107912084773,married,30-39
0,0,0.1825788413352412,married,40-49
0,0,0.21336324169272666,married,30-39
0,0,0.22150887393801816,married,30-39
0,0,0.22677315068438209,married,50-59
0,0,0.22403632404734736,divorced,30-39
0,0,0.13751926871212336,married,30-39
0,0,0.15411313128363394,married,50-59
0,0,0.1885527737359536,married,30-39
1,0,0.16557584485947507,married,40-49
0,0,0.2369450854639414,single,40-49
0,0,0.2198961145609553,married,50-59
0,0,0.22272122939803285,married,30-39
0,0,0.18727647256017846,married,50-59
0,0,0.17220337066905514,divorced,30-39
0,0,0.15577009605693112,married,40-49
0,0,0.15997544257816249,married,40-49
0,0,0.209420882370659,single,30-39
0,0,0.18883821069622178,married,40-49
0,0,0.1874727073213816,married,50-59
0,0,0.16863316840217474,married,60+
0,0,0.2055725419478865,married,50-59
0,0,0.156992744908878,divorced,30-39
0,0,0.21078671225476509,married,50-59
0,0,0.20748302653792863,married,40-49
0,0,0.19554758395877722,married,30-39
0,0,0.17589545716503704,married,50-59
0,0,0.18052794713328893,married,50-59
0,0,0.21945524152403237,single,40-49
0,0,0.1909393335600407,married,50-59
0,0,0.230322856531783,single,Under 30
0,0,0.16650448972580167,single,30-39
0,0,0.17044769436009247,married,40-49
0,0,0.16053140972396543,married,40-49
0,0,0.16122479582026394,divorced,30-39
0,0,0.2631897227565072,married,30-39
0,0,0.1886318881653534,married,30-39
0,0,0.18227462764453076,divorced,50-59
0,0,0.21221487362881503,married,40-49
0,0,0.21100758387490176,divorced,50-59
0,0,0.15358783055905598,married,40-49
0,0,0.16476984066277697,married,30-39
0,0,0.2221299234561104,married,40-49
0,0,0.20452600994121142,single,40-49
0,0,0.18711374579885617,married,40-49
0,0,0.20747176652184698,married,40-49
0,0,0.18804086278208554,married,40-49
0,0,0.24485254492197536,single,50-59
0,0,0.19461320561037163,married,Under 30
0,0,0.2056746421782451,married,30-39
0,0,0.20508910856789028,married,30-39
0,0,0.18361853452740431,married,40-49
1,0,0.18946489977075387,married,40-49
0,0,0.21480432745677963,married,30-39
0,0,0.1589390390256675,married,50-59
0,0,0.22620869360338777,married,50-59
0,0,0.20117603550091054,married,50-59
0,0,0.2257070396248841,married,50-59
0,0,0.1593702105457315,married,40-49
0,0,0.22716592159750568,married,30-39
0,0,0.21931794893514106,married,40-49
0,0,0.20591098996384002,single,30-39
0,0,0.21730685256427826,divorced,40-49
0,0,0.22743958380267099,married,40-49
0,0,0.17635589363916288,single,30-39
0,0,0.18776735598574595,married,40-49
0,0,0.16410106843619213,married,30-39
0,0,0.1809978466393863,single,30-39
0,0,0.17149712731380162,married,40-49
0,0,0.22084287578736783,married,40-49
0,0,0.1935409252102011,married,30-39
0,0,0.24858806256685018,single,30-39
0,0,0.18100448199831634,married,30-39
0,0,0.23076627535744337,married,40-49
0,0,0.19983255907563716,married,40-49
0,0,0.25695151529097493,single,30-39
0,0,0.24495946136305508,single,30-39
0,0,0.2167963673383587,married,30-39
0,0,0.21259825970920337,single,30-39
0,0,0.25095850816329135,single,30-39
0,0,0.27948157276052105,single,30-39
0,0,0.19016429346183633,divorced,50-59
0,0,0.22990274684279466,married,50-59
0,0,0.24918385790997533,married,50-59
0,0,0.16603863868519778,married,30-39
0,0,0.13381020449135134,married,30-39
0,0,0.22573389203433483,single,30-39
0,0,0.22016059742849822,single,30-39
0,0,0.14089569178963063,married,50-59
0,0,0.1874079604136844,married,40-49
0,0,0.1926820723203858,married,30-39
0,0,0.18873726699226773,married,40-49
0,0,0.20266926159899545,single,30-39
0,0,0.1668704846477927,married,40-49
0,0,0.21951744006489618,married,40-49
0,0,0.3028882896109013,married,50-59
0,0,0.22743958380267099,married,40-49
0,0,0.23872690972485555,single,30-39
0,0,0.21743951915377177,married,40-49
0,0,0.1831990931473313,married,40-49
0,0,0.20659017925784184,married,30-39
0,0,0.20279979187762334,divorced,50-59
0,0,0.1556591182654279,divorced,30-39
0,0,0.16830596293846808,married,30-39
0,0,0.19715323254568307,married,50-59
0,0,0.21189202128319187,married,40-49
0,0,0.19183892828104335,married,50-59
0,0,0.19632553175885406,married,40-49
0,0,0.15595174730544367,married,30-39
0,0,0.17467434827980055,married,40-49
0,0,0.2610371015521974,married,50-59
0,0,0.23193205554266483,single,30-39
0,0,0.22327949528823535,married,30-39
0,0,0.21948883433356164,single,30-39
0,0,0.19636762435077068,married,30-39
0,0,0.21682355545279605,divorced,30-39
0,0,0.23239153408436203,single,30-39
0,0,0.2052198353961602,single,30-39
0,0,0.197196949174589,single,30-39
0,0,0.21033490735047108,single,30-39
0,0,0.2153364575215275,divorced,40-49
0,0,0.18845625379358183,married,40-49
0,0,0.22810845815985523,married,50-59
0,0,0.20284784708495204,married,30-39
0,0,0.22149076384086322,married,Under 30
0,0,0.17666277826685411,married,50-59
0,0,0.1596337112589692,married,50-59
0,0,0.20808721978233205,married,40-49
0,0,0.2270093907148487,married,40-49
0,0,0.198346679917866,married,30-39
0,0,0.198346679917866,married,30-39
0,0,0.21921574706164498,single,Under 30
0,0,0.20424996705766754,married,40-49
0,0,0.20175751418648644,divorced,40-49
0,0,0.2256266661424797,married,40-49
0,0,0.24052042450361058,single,Under 30
0,0,0.23845541888114538,single,30-39
0,0,0.2507600401962812,single,30-39
0,0,0.21632207146781704,divorced,50-59
0,0,0.16467353055297212,married,40-49
0,0,0.16165040090078953,married,50-59
0,0,0.2170877327872584,divorced,40-49
0,0,0.15026019419747866,married,40-49
0,0,0.20913948618601116,single,30-39
0,0,0.1355428011388126,single,40-49
0,0,0.16953849942419527,married,50-59
0,0,0.19900224189090857,married,30-39
0,0,0.15419715339785106,married,50-59
0,0,0.21252013611611034,single,40-49
0,0,0.2724287814267408,married,50-59
0,0,0.21977596781714775,married,40-49
0,0,0.18913798744678012,married,50-59
0,0,0.20460826484922692,married,50-59
0,0,0.1950612445233451,married,30-39
0,0,0.19071497594601935,divorced,40-49
0,0,0.21600663002376239,divorced,40-49
1,0,0.16812745664667605,married,30-39
0,0,0.19826924166152124,single,30-39
0,0,0.17002169497932232,married,60+
0,0,0.19323937201375627,married,30-39
0,0,0.21229781182033153,divorced,40-49
0,0,0.18812031465104376,married,30-39
0,0,0.1682339512554542,divorced,50-59
0,0,0.1827364888928846,married,40-49
0,0,0.2201182371843555,single,30-39
0,0,0.21591526845507783,married,40-49
0,0,0.17644923880169186,divorced,40-49
0,0,0.22081229893127255,married,30-39
0,0,0.1842564285806977,divorced,30-39
0,0,0.1894998267467452,married,30-39
0,0,0.1692821748808258,single,30-39
0,0,0.14547229826035188,divorced,50-59
0,0,0.23477358918793706,married,50-59
0,0,0.23357057237200973,married,40-49
0,0,0.1919813814070114,married,40-49
0,0,0.1901373094963851,married,40-49
0,0,0.17583578723243914,married,40-49
0,0,0.15366012876591895,divorced,50-59
0,0,0.21415294222824632,married,40-49
0,0,0.18312174303225245,married,40-49
0,0,0.20519613070329573,divorced,50-59
0,0,0.2396650355700722,single,Under 30
0,0,0.1975484626726976,married,30-39
0,0,0.15956391594374406,married,50-59
0,0,0.18018184751810892,married,40-49
0,0,0.18685678193710262,single,30-39
0,0,0.19406552376732336,divorced,30-39
0,0,0.304950380485032,married,50-59
0,0,0.19945788283722565,married,40-49
0,0,0.18766705535287886,married,40-49
0,0,0.20696831040532063,single,50-59
0,0,0.2330174954263662,single,50-59
0,0,0.23879905751689362,single,40-49
0,0,0.18540300792823894,married,40-49
0,0,0.20147615898425852,married,50-59
0,0,0.17729751558626303,single,40-49
0,0,0.2278006581092319,single,Under 30
0,0,0.19231758061107343,married,30-39
0,0,0.1659644718975194,married,30-39
0,0,0.19201747965400162,married,30-39
0,0,0.19985038962526003,single,Under 30
0,0,0.1950612445233451,married,30-39
0,0,0.17353933557723086,married,30-39
0,0,0.2179223824381798,single,50-59
0,0,0.15036164660133913,married,40-49
0,0,0.19929174475133524,married,40-49
0,0,0.1827947565233192,single,40-49
0,0,0.18152160848851848,single,30-39
0,0,0.15989321587529967,married,50-59
0,0,0.1848048004291467,married,40-49
0,0,0.16191232625300223,married,50-59
0,0,0.19396814341886326,single,30-39
0,0,0.20502806217920183,married,40-49
0,0,0.19362795987793127,married,50-59
0,0,0.17794312257336745,divorced,50-59
0,0,0.19258755547824022,married,50-59
0,0,0.2022129719881141,divorced,50-59
0,0,0.16090030094511626,single,40-49
0,0,0.2363548812506601,married,30-39
0,0,0.18633294585962756,married,50-59
0,0,0.17767054045224615,married,40-49
0,0,0.2118293998737797,married,50-59
0,0,0.22220417288718017,married,30-39
0,0,0.1828307393613787,married,30-39
0,0,0.21893329097963518,married,50-59
0,0,0.22379813010550928,single,40-49
0,0,0.1967075107159416,single,30-39
0,0,0.20048879261626568,married,30-39
0,0,0.19047542584752383,married,30-39
0,0,0.21240542612283858,married,50-59
0,0,0.16487151230521388,divorced,40-49
0,0,0.22829850902140272,married,50-59
0,0,0.20016879147507738,married,40-49
0,0,0.15686032571063876,married,40-49
0,0,0.23988382888177912,married,40-49
0,0,0.2488242176856448,married,30-39
0,0,0.2153485020162214,married,40-49
0,0,0.22530148889590906,divorced,50-59
0,0,0.17637684276656304,married,40-49
0,0,0.20638850524522714,divorced,50-59
0,0,0.2188470567198074,married,30-39
0,0,0.21339693248566205,married,30-39
0,0,0.22154108518405757,single,40-49
0,0,0.2269919082652423,single,Under 30
0,0,0.21089454825942605,married,40-49
0,0,0.23087816641764974,married,40-49
0,0,0.2504858783021517,married,40-49
0,0,0.259698005577292,single,30-39
0,0,0.2322736692313704,married,30-39
0,0,0.23372039401112463,married,40-49
0,0,0.2391413833791343,single,30-39
0,0,0.2266806463564607,married,30-39
0,0,0.25592949909022533,single,30-39
0,0,0.271843127143055,single,30-39
0,0,0.16765486973022942,married,50-59
0,0,0.1599031462155154,married,50-59
0,0,0.2518127182312379,married,40-49
0,0,0.154885456236978,married,40-49
1,0,0.22148466049664664,single,Under 30
1,0,0.20557314945538468,married,40-49
0,0,0.17534031067395442,married,50-59
0,0,0.24701515310363245,married,30-39
0,0,0.21560113283254093,married,40-49
0,0,0.23089762551880952,married,40-49
0,0,0.2274282215607131,married,30-39
0,0,0.16413489742968396,married,50-59
0,0,0.20327346150690861,divorced,Under 30
0,0,0.2336098418912356,married,40-49
0,0,0.18168890381866384,married,40-49
0,0,0.22160262186893026,single,50-59
0,0,0.15809053480984195,married,40-49
0,0,0.1652514383746562,married,30-39
0,0,0.19956449094882275,married,40-49
0,0,0.171398978913843,married,30-39
0,0,0.26323235315266863,married,40-49
0,0,0.24355504756249186,divorced,50-59
0,0,0.20481726300818148,married,30-39
0,0,0.2006126839658221,married,30-39
0,0,0.17703305863877195,married,40-49
0,0,0.21571012931002273,married,40-49
0,0,0.21312627037661686,married,50-59
0,0,0.21961915056401418,married,30-39
0,0,0.19507417564225885,married,40-49
0,0,0.15650291820899714,married,50-59
0,0,0.19876497284531008,single,30-39
0,0,0.17886791026743926,married,40-49
0,0,0.207367935772641,married,Under 30
0,0,0.2561174008208425,single,30-39
0,0,0.16507945612207106,married,50-59
0,0,0.23955482565748962,married,40-49
0,0,0.17021253950619913,married,40-49
0,0,0.1916529359926488,married,30-39
0,0,0.16677385523271093,married,30-39
0,0,0.21158514127815248,married,40-49
0,0,0.2482507251302984,married,50-59
0,0,0.22727415271135845,married,40-49
0,0,0.20123994372571913,married,50-59
0,0,0.1763701912603037,married,30-39
0,0,0.24706849093112482,divorced,40-49
0,0,0.19753162313339587,married,40-49
0,0,0.26027831167358073,single,30-39
0,0,0.2289241705897655,single,Under 30
0,0,0.1998740987178416,married,50-59
0,0,0.22180690206023027,married,30-39
0,0,0.18936603220168566,married,40-49
0,0,0.2189784455965752,married,30-39
0,0,0.24115086688515097,divorced,40-49
0,0,0.23486736659754312,married,40-49
0,0,0.18974004983028941,married,40-49
0,0,0.20958912318020045,married,Under 30
0,0,0.17395946499109569,divorced,30-39
0,0,0.23596237269493653,married,40-49
0,0,0.23215878078182733,married,30-39
0,0,0.1928810508514422,married,40-49
1,0,0.23299254580636278,married,40-49
0,0,0.17700113805712214,married,50-59
0,0,0.18173648064579992,married,50-59
0,0,0.20102850982403464,married,30-39
0,0,0.18173648064579992,married,50-59
0,0,0.2511653571247118,single,Under 30
0,0,0.233573130657546,married,60+
0,0,0.23964891417831602,married,40-49
0,0,0.22682180235416147,married,40-49
0,0,0.21581916572936402,married,40-49
0,0,0.17855986446851538,married,50-59
0,0,0.2225619515876605,single,40-49
0,0,0.17688620642437256,married,50-59
0,0,0.234950194665925,married,40-49
0,0,0.20376250661587336,single,40-49
0,0,0.19607757174722193,divorced,40-49
0,0,0.24458787838436363,married,50-59
0,0,0.22597590870397163,single,30-39
0,0,0.21207657427029591,married,30-39
0,0,0.20479651747887262,married,40-49
0,0,0.20997979004576092,married,30-39
0,0,0.17289203154218255,married,50-59
0,0,0.21180865936504778,married,50-59
1,0,0.2420673273849194,married,40-49
0,0,0.1866021995662336,single,40-49
0,0,0.2215965331270799,married,40-49
0,0,0.21274607199019532,divorced,30-39
0,0,0.20234711745394507,married,Under 30
0,0,0.1947762729245912,divorced,50-59
0,0,0.1814973708494861,married,40-49
0,0,0.21717660369732047,married,50-59
0,0,0.1711246043124079,married,30-39
0,0,0.31992044206241826,married,50-59
0,0,0.20173263536542063,married,40-49
0,0,0.1868775882538823,single,30-39
0,0,0.20620528550084466,married,30-39
0,0,0.2887738869354726,married,40-49
0,0,0.2129247089379938,married,40-49
0,0,0.19805141585649838,married,50-59
0,0,0.21909974394086765,married,30-39
0,0,0.21874424262856745,single,30-39
0,0,0.2281807625106226,married,30-39
0,0,0.15617455862337692,married,40-49
0,0,0.2332376159423882,married,50-59
0,0,0.23676397071001595,married,30-39
0,0,0.1864000277568731,married,40-49
0,0,0.22039802365283515,married,40-49
0,0,0.18226444611899276,married,30-39
0,0,0.19886338251968402,single,30-39
0,0,0.15955402694537726,married,30-39
0,0,0.22784048559911602,married,30-39
0,0,0.1978784165270442,divorced,30-39
0,0,0.21826183179400774,married,50-59
0,0,0.2071583284041277,married,50-59
0,0,0.22514158137445925,married,50-59
0,0,0.2114960487006094,married,30-39
0,0,0.2322736692313704,married,30-39
0,0,0.16662904781442764,divorced,50-59
1,0,0.17108969982280467,married,30-39
0,0,0.2690327101501153,married,40-49
0,0,0.24805481108622085,single,40-49
0,0,0.22348290995267864,single,60+
0,0,0.24331452807040538,married,30-39
0,0,0.16383412574173503,married,40-49
0,0,0.20519265755825825,married,40-49
0,0,0.2304282056410019,married,40-49
0,0,0.2368930153317719,married,30-39
0,0,0.21455468613906087,married,50-59
0,0,0.22924638097146155,married,50-59
0,0,0.19718516350106224,married,30-39
0,0,0.15622894040520127,single,40-49
0,0,0.19908954620293687,married,50-59
0,0,0.187941453917996,married,40-49
0,0,0.24516915433732112,married,40-49
0,0,0.17192559065291654,married,40-49
0,0,0.21873691725066619,married,30-39
0,0,0.2351629870124556,married,30-39
0,0,0.24090010283777039,married,30-39
0,0,0.21603735839084454,married,30-39
0,0,0.21086202483921732,single,40-49
0,0,0.22405763566950118,single,30-39
0,0,0.19591351115909084,divorced,30-39
0,0,0.24399903875290674,divorced,30-39
0,0,0.20948329104620156,married,40-49
0,0,0.21033824997568734,married,30-39
0,0,0.16639645697783836,married,40-49
0,0,0.24066450801485986,married,40-49
0,0,0.21309397505185432,married,30-39
0,0,0.21746574356500178,married,40-49
0,0,0.1759026508555359,married,30-39
0,0,0.21724536036927178,single,30-39
0,0,0.18170747752767188,single,30-39
0,0,0.22563223804187493,single,30-39
0,0,0.25278519199531263,married,30-39
0,0,0.2087039965047265,married,50-59
0,0,0.19277315993094093,single,30-39
0,0,0.18806163501552137,married,50-59
0,0,0.2710961456381683,single,30-39
0,0,0.22848175193642284,single,30-39
0,0,0.2139038390676728,married,40-49
0,0,0.23922190306091448,married,40-49
0,0,0.20125523552146637,divorced,30-39
0,0,0.24810100676149294,single,30-39
0,0,0.15378991815686494,married,50-59
0,0,0.25285376007912,single,30-39
0,0,0.18197649805064453,married,30-39
0,0,0.27108120599560787,married,40-49
0,0,0.3130775858473824,married,50-59
0,0,0.1705769009199298,married,40-49
0,0,0.21475174686466142,married,40-49
1,0,0.1871713604877706,married,40-49
0,0,0.22022678532767564,married,40-49
0,0,0.18122890171098083,single,30-39
0,0,0.19140868291103905,married,30-39
0,0,0.20592927801636876,married,40-49
0,0,0.19643747253097993,married,30-39
0,0,0.19569132888081953,married,40-49
0,0,0.20581051422488583,married,40-49
0,0,0.2211354589113536,divorced,30-39
0,0,0.24927117917150882,married,30-39
0,0,0.16803355515934584,married,40-49
0,0,0.241293924918529,married,30-39
0,0,0.2481681828077617,single,Under 30
0,0,0.18048482798025886,married,40-49
0,0,0.22434468778596406,married,40-49
0,0,0.20696719282917114,married,30-39
0,0,0.17112919646258215,married,50-59
0,0,0.21260417243782295,married,50-59
0,0,0.17547728536246382,married,40-49
0,0,0.20391210880832977,married,40-49
0,0,0.19455267565914564,divorced,40-49
0,0,0.16669709500260885,married,30-39
0,0,0.2351919883412141,married,40-49
0,0,0.21991537370915956,married,30-39
0,0,0.20136356027063484,married,50-59
0,0,0.201359668605916,married,30-39
0,0,0.21871424947888457,married,40-49
0,0,0.23535084078615398,single,Under 30
0,0,0.21871424947888457,married,40-49
0,0,0.24742378740381973,single,30-39
0,0,0.196972051632757,married,40-49
0,0,0.19338897050433193,married,50-59
0,0,0.1705769009199298,married,40-49
0,0,0.17831438295673274,married,50-59
0,0,0.22173584794196133,married,30-39
0,0,0.22225212608349207,married,30-39
0,0,0.24737489273355837,married,30-39
0,0,0.19774740884743336,single,30-39
0,0,0.2351919883412141,married,40-49
0,0,0.20774233106254586,married,50-59
0,0,0.23308555200859296,married,40-49
0,0,0.2188120665634975,married,40-49
0,0,0.19553654461374334,divorced,50-59
0,0,0.21186130085049878,married,30-39
0,0,0.2483415005489698,single,30-39
0,0,0.2116926554111183,married,40-49
0,0,0.21774745840286652,married,40-49
0,0,0.1763701912603037,married,30-39
0,0,0.2543954668198469,single,30-39
0,0,0.26044201221375723,single,30-39
0,0,0.21164618725233847,married,30-39
0,0,0.16055051381039165,married,50-59
0,0,0.1620856883460452,married,30-39
0,0,0.21014486708213292,married,50-59
0,0,0.22808411530699696,married,40-49
0,0,0.21571012931002273,married,40-49
0,0,0.21722039664262796,single,40-49
0,0,0.22281372207534497,married,50-59
0,0,0.24082506286021776,married,30-39
0,0,0.24392328005883296,married,40-49
0,0,0.1608266043352279,married,30-39
0,0,0.19908954620293687,married,50-59
0,0,0.22180690206023027,married,30-39
0,0,0.21368777924766771,married,40-49
0,0,0.22978233196623013,divorced,40-49
0,0,0.21407895401948596,married,40-49
0,0,0.2214024250716746,married,30-39
0,0,0.17066618947830758,married,30-39
0,0,0.22772579271965732,single,30-39
0,0,0.21251526329003131,married,40-49
0,0,0.2343772696580901,married,30-39
0,0,0.22620065510863793,single,30-39
0,0,0.19293019979081996,married,50-59
0,0,0.22697565462858368,married,40-49
0,0,0.24252775944431104,married,30-39
0,0,0.26069032106276707,single,30-39
0,0,0.24315126460636793,married,30-39
0,0,0.22484694336553068,single,50-59
0,0,0.18523892859753208,married,50-59
0,0,0.23302065683820666,single,40-49
0,0,0.2289391379474689,married,30-39
0,0,0.2537068634152246,single,30-39
0,0,0.19136260246505732,married,30-39
0,0,0.20644207126037867,divorced,50-59
0,0,0.1319178611313941,married,40-49
0,0,0.20016292175342,married,Under 30
0,0,0.19591432164707992,married,30-39
0,0,0.2340565635794802,married,50-59
0,0,0.23977737416263187,single,30-39
0,0,0.23742988684273872,single,30-39
0,0,0.2048965924583795,divorced,30-39
0,0,0.20382310581488747,married,30-39
0,0,0.18492502163234056,married,30-39
0,0,0.20424170587852125,married,30-39
0,0,0.17722181951611093,married,30-39
0,0,0.18188153183380182,married,30-39
0,0,0.1657020960373508,married,50-59
0,0,0.20732510498032825,married,30-39
0,0,0.17406339730222783,divorced,50-59
0,0,0.20613790534200288,married,30-39
0,0,0.19727861901284408,married,30-39
0,0,0.19043819988112642,married,50-59
0,0,0.1885095442418986,divorced,30-39
0,0,0.2524938220575278,single,30-39
0,0,0.231306872067768,divorced,50-59
0,0,0.23908157958204826,single,40-49
0,0,0.2055903478890919,married,40-49
0,0,0.21323370863477561,married,30-39
0,0,0.19023437269313526,married,40-49
0,0,0.22291791706252154,married,Under 30
0,0,0.22295191827101313,divorced,40-49
0,0,0.2538288902831824,single,30-39
0,0,0.21402892926645167,married,30-39
0,0,0.20265973259302894,married,50-59
0,0,0.20105285733452913,married,50-59
0,0,0.17508625295368987,single,40-49
0,0,0.20429301695058405,married,40-49
0,0,0.2039960476708294,married,40-49
0,0,0.19977041977013651,married,40-49
0,0,0.21927099988137075,married,40-49
0,0,0.18455260421723949,single,40-49
0,0,0.22841205541032206,married,50-59
0,0,0.24622990098804248,married,40-49
0,0,0.18317386549671233,divorced,30-39
0,0,0.17739551256177,married,40-49
1,0,0.1520510421517941,married,40-49
0,0,0.24582356774548508,married,30-39
0,0,0.1787489744862076,married,40-49
0,0,0.19908740739133798,married,40-49
0,0,0.2075196641420745,married,30-39
0,0,0.14234233351017983,married,50-59
0,0,0.21759595800277684,single,Under 30
0,0,0.1792121980803145,married,40-49
0,0,0.22954970508269848,married,40-49
0,0,0.22373434622983576,divorced,40-49
0,0,0.24939231961303995,single,30-39
0,0,0.2706188431246733,married,50-59
0,0,0.16071007784385688,married,50-59
0,0,0.17314691797736764,married,50-59
0,0,0.16475467771371216,married,40-49
0,0,0.16591253667525005,married,40-49
0,0,0.17226880215662835,married,40-49
0,0,0.2471648605341464,married,40-49
0,0,0.1986658058720593,married,50-59
0,0,0.2236499707338793,married,50-59
0,0,0.16799826804185763,married,50-59
0,0,0.21492957736598936,divorced,30-39
0,0,0.23747211048629752,married,50-59
0,0,0.22574580235528996,single,Under 30
0,0,0.22905290838699774,married,30-39
0,0,0.2260580521720978,married,50-59
0,0,0.15718464387090741,married,40-49
0,0,0.16970578922800514,married,40-49
0,0,0.2541975418531762,divorced,60+
0,0,0.20773168876728665,married,30-39
0,0,0.18986243156011748,married,50-59
0,0,0.2452441539500783,single,30-39
0,0,0.24110333795469183,married,30-39
0,0,0.20508539903674394,married,40-49
0,0,0.2270669700459629,married,40-49
0,0,0.23483193226581606,married,40-49
0,0,0.2559853595757464,married,50-59
0,0,0.2357899649238555,married,40-49
0,0,0.19520471869251074,married,40-49
0,0,0.23397411530681683,married,40-49
0,0,0.19867886923874917,married,50-59
0,0,0.22144117727801638,married,40-49
0,0,0.18985870933098692,married,30-39
0,0,0.20049248512681803,married,30-39
0,0,0.2270669700459629,married,40-49
0,0,0.19865697848672698,married,30-39
0,0,0.2557135211215089,married,40-49
0,0,0.16833876815356472,married,Under 30
